EnstID	Gene	MIS	LOF	Silent	Total
ENST00000344629	OGG1	22	1	9	32
ENST00000353533	MAP2K4	116	43	20	218
ENST00000358301	PAK4	48	8	14	73
ENST00000358303	ZC3HC1	60	5	18	84
ENST00000355568	NEK5	111	12	23	148
ENST00000375626	MAGED4	8	3	1	12
ENST00000506447	CEP192	201	23	49	282
ENST00000422596	TRDN	0	0	1	1
ENST00000368851	SLC16A10	38	9	11	58
ENST00000368854	CPXM2	20	1	6	27
ENST00000237536_v68	SOGA1	93	4	33	131
ENST00000314583	HCLS1	93	8	33	146
ENST00000314586	LOC283849	100	6	58	172
ENST00000314589	MITF	32	6	17	57
ENST00000373521	PABPC1L2B	3	0	1	4
ENST00000310803	RASGRP1	65	9	25	102
ENST00000590958	COASY	12	0	9	22
ENST00000310806	MIS18BP1	96	21	22	143
ENST00000265272	JAKMIP2	177	19	50	252
ENST00000265271	RBM27	91	34	26	157
ENST00000225655	PFN1	11	0	2	13
ENST00000072516	IL1RAP	48	7	23	80
ENST00000261978	LTBP2	202	13	83	300
ENST00000381210	TECRL	109	11	37	164
ENST00000453318	MID1	69	5	28	102
ENST00000238112	CPSF3	55	6	16	83
ENST00000342704	CBFA2T2	52	2	23	78
NM_032457.1	PCDH7	145	12	54	214
ENST00000340635	PDE4D	62	5	11	84
ENST00000340634	PAQR9	65	3	27	96
ENST00000567970	C16orf95	3	0	1	4
ENST00000380367	OR52A1	73	6	25	105
ENST00000340630	IFT27	9	2	6	17
ENST00000380369	OR52A4	41	12	31	85
ENST00000239440	ARAP3	134	22	56	215
ENST00000239444	PCDHB8	244	10	121	375
ENST00000239446	PCDHB10	171	9	106	288
ENST00000239449	PCDHB14	148	16	74	238
ENST00000446524	OR4A47	83	8	40	132
ENST00000456846	TAF8	7	1	8	16
ENST00000300456	SLC27A4	43	4	19	67
ENST00000300452	COQ4	19	2	11	33
ENST00000220062	RASL12	23	0	12	36
ENST00000339772	GLB1L2	85	5	37	132
ENST00000301327	MFSD3	21	0	14	39
ENST00000306117	KCNS1	43	2	21	66
ENST00000339777	LRRC43	77	4	32	120
ENST00000301328	GLOD4	6	0	4	11
ENST00000424014	EIF2B1	21	2	11	42
ENST00000424015	ENSG00000236396	19	0	8	27
ENST00000376250	A2LD1	1	0	4	5
ENST00000400440	C20orf132	1	0	0	1
ENST00000414242	MPHOSPH8	30	2	13	45
ENST00000379795	TECPR1	81	8	48	142
ENST00000341947	COL11A2	180	11	73	275
ENST00000449291	NAPRT1	26	4	19	52
ENST00000341942	C7orf59	6	1	1	8
ENST00000341948	PCDHB13	149	8	90	248
ENST00000341949	DALRD3	29	5	12	51
ENST00000299596	TMEM41B	24	4	8	37
ENST00000374423	ZDBF2	662	106	191	963
ENST00000328432	PPP1R2	11	2	10	23
ENST00000328434	CCDC56	3	0	1	5
ENST00000333598	C19orf59	13	3	4	21
ENST00000328439	MYT1	155	15	68	246
ENST00000395296	IZUMO4	3	0	1	4
ENST00000291525	TFF3	6	0	3	10
ENST00000333590	PIGA	33	3	17	53
ENST00000291527	TFF1	9	2	8	19
ENST00000370163	AGL	146	23	35	216
ENST00000370167	DUSP9	37	5	16	58
ENST00000307249	ENSG00000170238	1	0	1	2
ENST00000370168	POLL	5	2	4	11
ENST00000504156	HARS	42	3	15	61
ENST00000504154	SLIT2	322	26	123	490
ENST00000347624	LRRC15	89	2	48	139
NM_018288.2	PHF10	30	12	13	58
NM_017936.3	SMEK1	40	3	6	54
ENST00000249910	MBD4	53	5	15	76
ENST00000315970	OS9	56	5	24	89
ENST00000398534	KRTAP5-8	31	1	21	57
ENST00000291294	PTGIR	34	2	16	52
ENST00000291295	CALM3	6	1	4	11
ENST00000449873	TBX15	26	1	14	41
ENST00000557016	ERH	6	1	5	12
ENST00000585575	NFIX	18	0	15	42
ENST00000398531	KRTAP5-10	41	1	74	119
ENST00000398530	KRTAP5-11	29	3	19	51
ENST00000469731	RNF8	41	4	11	57
ENST00000303890	ODF2	90	5	27	128
ENST00000303892	ATP6V1G2	11	3	4	19
ENST00000008876	MAPK8IP2	29	1	13	44
ENST00000271277	CTTNBP2NL	62	6	28	98
ENST00000332645	ATL3	2	0	0	2
ENST00000332644	TMPRSS11B	74	7	34	120
ENST00000450892	STRC	52	11	28	96
ENST00000345913	TPO	296	15	111	430
ENST00000340398	H3F3C	35	4	12	51
ENST00000397564_v70	SUDS3	11	0	7	20
ENST00000548615	OR6C68	49	5	16	70
ENST00000245414	IRF1	25	6	5	38
ENST00000340394	ATXN2L	37	0	18	57
ENST00000258214	CCDC102A	31	0	16	47
ENST00000382453	CASKIN1	48	8	28	87
ENST00000219821	TMC5	98	12	40	156
ENST00000329478	ADAT3	12	2	20	36
ENST00000329476	NPY2R	90	9	45	145
ENST00000336349	SPTY2D1	73	16	25	121
ENST00000329474	LRRC16A	96	7	23	129
ENST00000242827	EBPL	32	20	6	59
ENST00000303236	EIF2AK3	201	22	36	268
ENST00000303230	HCN1	315	40	121	486
NM_182540.2	DDX26B	37	12	13	62
ENST00000550746	TBC1D15	60	6	16	90
ENST00000222032	CNFN	8	0	4	12
ENST00000222033	ZNRF4	89	4	49	142
ENST00000298815	Q96M56	14	1	4	19
ENST00000319474	CA6	21	0	12	34
ENST00000299140	SPATA19	40	4	6	51
ENST00000322734	ZNF660	26	7	8	41
ENST00000375147	NCBP1	52	3	30	88
NM_015057.1	MYCBP2	288	35	96	446
ENST00000264914	ARSB	50	4	18	72
ENST00000264917	PDE8B	110	9	37	159
ENST00000534860	ARHGAP6	1	0	0	1
ENST00000534863	SUMF1	19	1	2	22
ENST00000325962	C16orf73	18	5	5	30
ENST00000331699	ENSG00000185929	10	0	2	13
ENST00000295992	PCOLCE2	70	7	18	96
ENST00000337963	ZMYM5	51	10	10	72
ENST00000432999	ZBED5	25	9	1	35
ENST00000432996	DDX12	58	4	40	115
ENST00000309575	CHST2	76	7	23	106
ENST00000432992	GAS7	63	5	30	102
ENST00000417752	UCHL5	3	0	0	3
ENST00000455784	SEPT5	27	5	16	52
ENST00000455783	TMEM229A	30	4	10	47
ENST00000333274	EFNA5	26	4	12	42
ENST00000341119	SLC25A40	30	4	14	49
ENST00000370986	GADD45A	8	1	0	9
ENST00000370981	DIRAS3	32	2	21	56
ENST00000370982	GNG12	7	8	2	17
ENST00000252486	APOE	17	2	7	27
ENST00000252487	TOMM40	15	0	8	24
ENST00000252485	PVRL2	24	1	20	49
ENST00000252482	EXOC3L2	39	2	15	57
ENST00000370989	GSTA5	40	3	15	59
ENST00000247706	ABHD8	33	1	17	51
ENST00000362097_v68	GAGE2A	35	1	3	39
ENST00000248975	YWHAH	16	2	6	24
ENST00000366983	ATF3	9	0	3	12
ENST00000366987	ATF3	17	0	3	20
ENST00000318709	AVL9	58	5	10	75
ENST00000551505	RP11-144F15.1	1	0	1	2
ENST00000551509	POTEM	124	4	53	183
ENST00000366988	NENF	10	1	6	17
ENST00000323061	NAP1L5	27	2	5	36
ENST00000542618	ACSS1	21	0	13	34
ENST00000292176	ZBTB7B	64	6	33	108
ENST00000380985	NLN	50	5	14	76
ENST00000292174	CXCR5	34	3	18	57
ENST00000367057	CR2	203	26	48	285
ENST00000367055	SOD2	15	0	6	21
ENST00000241704	COPA	115	5	50	176
ENST00000300151	MRPL16	22	2	13	38
ENST00000299853	POLR3E	54	9	28	95
ENST00000299855	MMP3	70	3	33	109
ENST00000255432	LGR6	44	2	31	79
ENST00000268122	RHCG	51	4	24	83
ENST00000253680	HSH2D	20	0	7	27
ENST00000268124	POLG	79	6	37	126
ENST00000268125	RLBP1	40	2	11	53
ENST00000280056	DHRS12	16	2	3	22
ENST00000280057	FAM124A	60	1	30	92
ENST00000372857	PABPC4	67	4	12	86
ENST00000372851	RIMS4	51	2	18	71
ENST00000372852	HEYL	37	5	10	52
ENST00000372853	URM1	3	1	6	11
ENST00000372858	PABPC4	28	1	4	33
ENST00000348428	MALT1	48	13	12	73
ENST00000361066	GSTM3	22	5	7	36
ENST00000361060	GFPT1	45	5	6	61
ENST00000399496	CABYR	21	5	5	33
ENST00000538816	ORM1	5	2	5	12
ENST00000361069	LAMC3	182	14	102	301
ENST00000577745	SLC25A35	5	0	2	8
ENST00000253354	C20orf114	68	0	24	93
ENST00000324774	CAMKK2	56	4	18	83
ENST00000324771	DDR1	76	8	42	126
ENST00000236192	VAMP4	11	3	7	22
ENST00000308768	KCTD13	17	2	10	29
ENST00000544758	C10orf90	21	0	6	27
ENST00000430362	PITRM1	2	0	0	5
ENST00000359271	SLC2A10	82	2	37	124
ENST00000399725	RBBP8	57	22	23	102
ENST00000359274	PLD3	37	6	20	63
ENST00000306658	KRT28	85	5	35	126
ENST00000296509	MAD2L1	18	3	5	29
ENST00000374180	HDHD3	17	1	7	25
ENST00000374181	GRM4	286	26	145	459
ENST00000374182	MAPK8	50	8	14	76
ENST00000374183	BSPRY	26	0	19	46
ENST00000296503	HMGB2	22	2	7	34
ENST00000543253	GPRASP2	95	14	25	135
ENST00000242057	AHR	92	13	31	140
ENST00000242059	SCRN1	54	4	23	82
ENST00000297450	ANGPT1	136	17	45	202
ENST00000335426	SELV	16	0	11	27
ENST00000287202	CELF6	37	3	8	52
ENST00000546591	RPL41	2	0	0	2
ENST00000300413	SNRPD1	7	0	6	15
ENST00000441448	RPF2	20	0	16	39
ENST00000584307	YES1	49	10	16	77
ENST00000540509	ECT2	33	2	9	46
ENST00000258975	TACO1	13	2	5	21
ENST00000377989	CMAHP	6	0	1	9
ENST00000377988	TMEM8B	38	2	19	61
ENST00000377981	OR13J1	37	1	22	61
ENST00000377982	ACTR2	25	0	3	30
ENST00000375859	SPIN1	21	1	9	33
ENST00000375855	NXNL2	4	2	7	13
ENST00000375854	NXNL2	5	2	9	16
ENST00000375856	IRS2	62	3	30	98
ENST00000326605	TDH	3	0	3	7
ENST00000392869	GTDC1	65	6	15	92
ENST00000375852	HCK	90	16	37	147
ENST00000271139	MOBKL2C	32	2	14	48
ENST00000374726	CREM	4	2	4	10
ENST00000374720	SLC44A1	56	7	17	85
ENST00000282369	TRIM36	135	18	42	198
ENST00000397985	SERPINB8	55	4	12	72
ENST00000393405	SNX11	27	3	6	37
ENST00000159111	KDM4B	95	2	56	155
ENST00000393408	CBX1	17	2	4	25
ENST00000393409	PLXNA1	188	16	139	347
ENST00000023939	C20orf43	34	4	9	51
ENST00000329805	MFSD6L	67	7	30	104
ENST00000233627	NDUFS7	18	1	5	25
ENST00000545154	HHAT	0	0	1	1
ENST00000545156	WIZ	51	0	11	62
ENST00000233623	TTC31	36	2	14	58
ENST00000395580	PPHLN1	29	4	8	44
ENST00000402685	PDZRN4	204	20	65	291
ENST00000395587	EIF3S8	14	1	5	20
ENST00000203166	HAUS5	43	4	18	66
ENST00000275838	ASB10	53	1	22	77
ENST00000396589	SLC2A14	86	5	35	128
ENST00000431408	SLC35E1	3	0	2	6
ENST00000396581	TRIM40	10	0	2	12
ENST00000422725	C1orf233	0	0	2	2
ENST00000399933_v61	KIAA2026	158	21	52	232
ENST00000298480	KCNT1	143	11	80	245
ENST00000304788	NANP	14	0	4	18
ENST00000521255	SERPINE3	47	5	12	65
ENST00000418476	UNC45A	62	5	26	96
ENST00000487418	IVD	38	4	11	53
ENST00000193322	OSTM1	16	6	5	29
ENST00000394986	SNCA	16	3	4	24
ENST00000401088	C1orf144	11	1	0	12
ENST00000394983	ZNF668	58	8	41	109
ENST00000394980	MMRN1	190	18	50	262
ENST00000529006	KDM2A	88	10	27	129
ENST00000401084	CAPZB	18	2	7	28
ENST00000409658	WDR33	31	7	5	45
ENST00000396634	HLA-A	173	33	91	306
ENST00000372073	TMEM164	24	3	11	38
ENST00000372070	AKR1A1	23	1	17	43
ENST00000372071	OPN4	63	10	29	105
ENST00000368605	FAM26F	28	4	7	39
ENST00000396638	SPAG8	35	3	15	59
ENST00000376767	PCSK5	132	16	38	194
ENST00000379725	SPINK4	6	1	3	10
ENST00000400930	UBE2J2	32	1	11	45
ENST00000262971	PIAS4	37	3	26	68
ENST00000262970	ANKRD24	63	10	38	116
ENST00000380167	ATP6AP1L	27	1	18	48
ENST00000394670	ZNF207	1	0	0	1
ENST00000394671	TMCO6	25	6	11	48
ENST00000394672	CCDC66	101	45	32	212
ENST00000368911	CDK19	58	3	20	83
ENST00000368915	DMBT1	353	28	132	526
ENST00000284240	THY1	17	1	12	30
ENST00000368918	GABPB2	41	7	18	68
ENST00000368919	SLC22A16	101	9	28	139
ENST00000396757	CD72	14	4	13	31
ENST00000357362	MDGA2	164	21	45	238
ENST00000361897	NOS1AP	123	6	57	202
ENST00000357367	PRAMEF8	4	0	0	4
ENST00000357366	OR11G2	78	7	42	127
ENST00000357365	SDCCAG3	39	4	13	63
ENST00000182096	CRYBG3	104	7	18	130
ENST00000361899	MT-ATP6	22	0	7	31
ENST00000396750	CEACAM16	32	3	23	60
ENST00000204679	GNPTG	18	2	14	35
ENST00000410103	PDE1A	120	7	23	158
ENST00000264724	MAP4	19	6	8	35
ENST00000444766	INTS2	95	12	32	142
ENST00000522781	FAM196A	66	5	27	98
ENST00000202788	MAPKAPK5	33	2	4	40
ENST00000311661	C1QTNF1	24	2	14	40
ENST00000311663	FAM21D	1	0	0	2
ENST00000311669	ADPGK	21	3	8	32
ENST00000310398	AGR3	29	2	5	37
ENST00000310390	ENSG00000172764	1	1	1	3
ENST00000310397	SNED1	93	6	44	148
ENST00000310396	C7orf58	208	25	58	302
ENST00000444490	ECM2	56	16	26	104
ENST00000261405	VWF	347	31	159	552
ENST00000261407	LPCAT3	41	4	7	52
ENST00000261400	WSCD2	59	3	23	88
ENST00000261401	CORO1C	53	1	24	79
ENST00000261402	NUAK1	216	18	74	314
ENST00000229829	HLA-DOA	24	1	32	57
ENST00000381698	GAGE12E	11	1	5	17
ENST00000229824	RAB44	4	0	1	5
ENST00000474889	PTPRG	159	14	51	234
ENST00000281047	MSGN1	38	0	25	63
ENST00000281043	MYCN	59	6	21	86
ENST00000373840	RAB14	16	1	4	23
ENST00000373842	MED18	46	0	10	56
ENST00000379802	DSP	371	42	147	572
ENST00000379803	SIN3B	88	9	46	146
ENST00000379800	CSNK1A1L	71	8	29	108
ENST00000360079	XRCC6	57	3	18	88
ENST00000379807	SLCO6A1	180	14	71	284
ENST00000334128	HTR3D	50	2	13	68
ENST00000368267	SMG5	14	2	6	23
ENST00000368268	C6orf174	128	12	67	208
ENST00000381340	ITPR2	279	36	83	414
ENST00000381341	DDX1	69	7	30	115
ENST00000381346	RDH11	19	4	12	35
ENST00000381344	IDI1	31	5	7	44
ENST00000334121	SREK1	33	5	14	53
ENST00000391916	DACT3	30	6	21	58
ENST00000369799	AHCYL1	46	6	21	79
ENST00000369798	TTK	170	62	35	282
ENST00000391910	STRN4	23	2	12	37
ENST00000369792	ALX3	23	4	10	38
ENST00000369797	PDCD11	161	11	67	247
ENST00000369795	FAM40A	66	3	23	98
ENST00000369794	STRIP1	2	0	3	5
ENST00000310532	DDX31	28	1	10	39
ENST00000358913	MYPN	188	19	64	274
ENST00000358912	PELI1	36	4	9	52
ENST00000397510	TMEM80	8	0	6	14
ENST00000352451	MYL1	44	5	21	103
ENST00000244709	TREM1	35	2	20	60
ENST00000454250	CHRNA7	0	0	1	1
ENST00000267807	ZNF280D	88	14	25	130
ENST00000267803	DUOXA1	38	1	14	55
ENST00000558750	C15orf57	13	0	2	16
ENST00000369138	GRIK2	103	6	32	149
ENST00000369135	OTUD7B	83	7	23	118
ENST00000369130	VPS45	47	7	13	71
ENST00000221905	ARHGAP33	9	0	2	11
ENST00000361309	CD47	39	1	7	50
ENST00000361306	EGFL6	58	9	24	96
ENST00000361301	WNT16	31	8	15	55
ENST00000543226_v68	TRAPPC2P1	8	0	1	9
ENST00000228887	GPRC5D	30	3	8	42
ENST00000438862	CSTF3	7	1	0	10
ENST00000438866	STPG1	8	0	3	11
ENST00000218004	NXT2	15	1	5	21
ENST00000218006	GUCY2F	184	14	61	268
ENST00000393878	REG3A	83	4	16	108
ENST00000218008	ATP1B4	21	0	5	28
ENST00000574081	C17orf87	12	2	5	19
ENST00000413079	PFKP	1	0	0	1
ENST00000382614	IFITM5	15	2	4	21
ENST00000357084	ATP2A1	109	17	52	181
ENST00000419617	STK3	46	9	11	70
ENST00000326577	TNFRSF12A	4	0	2	6
ENST00000256925	CABLES1	36	3	9	50
ENST00000238638	O95431	7	0	0	7
ENST00000229595	ASF1A	16	1	3	20
ENST00000250457	EGLN3	21	0	10	34
ENST00000250454	EAPP	28	5	8	44
ENST00000481909	C10orf88	35	4	10	50
ENST00000267119	KRT71	87	5	34	129
ENST00000267115	TMBIM6	9	2	3	17
ENST00000267116	ANKRD52	83	2	40	128
ENST00000315579	NCAPD2	104	9	29	146
ENST00000315571	LDLRAD3	41	6	27	75
ENST00000315574	WDR6	93	7	28	133
ENST00000315576	EMR2	104	5	54	166
ENST00000314622	NSUN3	30	3	7	43
ENST00000339738	DUSP15	13	0	6	20
ENST00000353479	COL17A1	148	22	71	251
ENST00000330207	ENSG00000184391	1	0	0	1
ENST00000262563	CNOT4	47	5	21	78
ENST00000249344	FAM40B	86	9	24	128
ENST00000344181	KIAA0430	60	4	25	98
ENST00000219069	ZNF263	61	8	13	82
ENST00000416165	BAHD1	90	7	28	125
ENST00000341356	CORO1B	34	1	12	49
ENST00000219066	NTHL1	22	2	11	35
ENST00000266991	DHH	19	0	12	31
ENST00000331320	MTA1	70	5	18	95
ENST00000331327	PURA	10	1	1	13
ENST00000344458	TMEM198	44	4	16	64
ENST00000315396	CCDC114	109	0	66	182
ENST00000344450	DUSP22	56	5	27	91
ENST00000315392	PLXDC1	58	3	25	86
ENST00000300793	VPS11	59	17	28	105
ENST00000274217	FAM105A	41	6	10	58
ENST00000343867	ENSG00000188873	6	0	2	8
ENST00000223528	FKTN	46	6	13	70
ENST00000228318	SLC25A3	26	3	15	45
ENST00000512635	PRRC1	7	0	6	14
ENST00000361124	ITPRIPL1	51	7	27	85
ENST00000555993	MAP3K9	121	7	45	182
ENST00000309166	NRIP3	30	2	4	37
ENST00000318622	RHBDD2	23	0	14	37
ENST00000318627	FIBIN	26	1	16	43
ENST00000537121	ADCY2	85	5	33	131
ENST00000349830	ARHGEF10	141	10	72	228
ENST00000264595	AGA	41	4	7	56
ENST00000264596	NEIL3	40	3	15	58
ENST00000342111	BID	4	0	2	9
ENST00000342115	AMPD2	6	0	0	7
ENST00000343242	MAFK	10	0	3	13
ENST00000343245	ATG5	25	7	4	41
ENST00000240139	PPP3CC	33	10	10	55
ENST00000343246	KRTAP4-5	79	4	10	108
ENST00000342480	PODXL2	44	5	24	75
ENST00000335312	PIP5K1C	74	10	26	113
ENST00000371113	OCRL	104	8	43	162
ENST00000273610	UCN2	9	0	0	9
ENST00000371116	FOXD3	16	1	10	27
ENST00000371117	PKHD1	634	52	212	923
ENST00000314552	Q8NAZ9	2	0	1	3
ENST00000379341	PRDX4	15	2	7	24
ENST00000379340	POLR2J2	2	0	0	2
ENST00000329047_v70	SEPT9	29	0	8	40
ENST00000398035	C11orf93	9	1	6	16
ENST00000379349	PRDX4	2	0	1	3
ENST00000379348	PHACTR1	7	0	6	15
ENST00000297613	C9orf23	21	1	11	33
ENST00000556979	MAX	15	0	0	15
ENST00000457907	OSR2	10	1	12	24
ENST00000457905	DIP2A	33	2	28	69
ENST00000306320	FAM134B	33	4	16	53
ENST00000306324	HOXD4	45	2	6	53
ENST00000531602	RP11-867G23.8	4	0	2	7
ENST00000375464	C9orf89	12	0	7	19
ENST00000536656	PIK3CD	25	1	8	34
ENST00000270460	EPN1	42	2	21	67
ENST00000270464	A2RRG4	43	0	14	58
ENST00000276101	AWAT2	31	8	18	58
ENST00000271332	CELSR2	266	16	109	401
ENST00000271331	PROK1	16	4	8	28
ENST00000425054	KCNK16	29	0	23	54
ENST00000377617	ATXN2	111	9	53	179
ENST00000370640	C10orf62	16	0	7	24
ENST00000333418	Q5JYU7	3	0	1	4
ENST00000377618	ZNF658B	4	0	0	4
ENST00000536380	C12orf49	3	0	2	5
ENST00000370648	BRS3	62	7	13	84
ENST00000378438	ATP6AP2	49	6	10	72
ENST00000220676	RP1	598	58	145	805
ENST00000399813	SLC25A18	42	2	10	55
ENST00000399810	C5orf49	27	3	6	38
ENST00000399817	IFITM2	22	0	8	30
ENST00000399816	UBE2QL1	13	0	7	22
NM_018695.1	ERBB2IP	119	16	40	183
ENST00000328664	RHD	38	1	10	52
ENST00000328666	SIRT7	35	3	10	49
ENST00000328668	ARSI	62	4	27	95
ENST00000370390	MTMR1	65	14	21	104
ENST00000329399	PDLIM1	36	0	16	56
ENST00000455213	NEIL2	15	2	11	29
ENST00000370397	CHUK	68	15	16	112
ENST00000370396	MTM1	91	17	11	122
ENST00000370398	KCNQ5	204	22	54	288
ENST00000361007	MYO1C	66	5	32	112
ENST00000303910	HIST1H2AE	29	1	12	42
ENST00000258405	SERPINE2	52	4	30	88
ENST00000258400	HTR2B	34	7	13	55
ENST00000338270	ERAS	20	2	8	30
ENST00000258403	SLC19A3	59	2	32	95
ENST00000397814	BMP1	11	2	14	27
ENST00000381774	CPPED1	39	8	23	71
ENST00000558256	FAM169B	32	0	14	47
ENST00000397816	BMP1	13	5	17	35
ENST00000403458_v68	C16orf86	13	3	4	20
ENST00000237653	ADH6	60	5	11	80
ENST00000298139	WRN	133	16	45	203
ENST00000298130	C14orf147	10	0	0	10
ENST00000581216	C17orf42	26	3	12	42
ENST00000376560	PRR3	11	0	3	14
ENST00000376561	CTTN	55	3	25	89
ENST00000376563	PQBP1	25	2	10	40
ENST00000265965	SERGEF	29	5	17	52
ENST00000265960	MAPKAP1	43	1	9	55
ENST00000289488	LRTOMT	13	0	4	17
ENST00000309983	TPMT	20	2	5	28
ENST00000289484	Q9H8C5	1	0	0	1
ENST00000309988	MAL	15	1	9	28
ENST00000309989	DAB2IP	78	15	41	135
ENST00000329538	LOC645864	6	1	3	10
ENST00000371228	ENSG00000212950	7	1	5	13
ENST00000381778	ENSG00000205783	7	4	1	12
ENST00000334187	ENSG00000124224	3	0	2	5
ENST00000599612	MPV17L2	7	2	6	15
ENST00000456743	OR2M3	153	5	32	191
ENST00000594051	ZBTB45	24	2	12	38
ENST00000330446	CYP2B7P1	27	1	18	49
ENST00000324489	C7orf41	1	0	4	6
ENST00000371939	LIPJ	32	5	13	52
ENST00000371933	KIAA0494	29	6	18	55
ENST00000371930	ANKRD22	37	2	16	57
ENST00000371936	IL13RA2	68	3	21	96
ENST00000371937	ATPAF1	21	2	12	38
ENST00000336133	SARNP	22	2	1	29
ENST00000295872_v68	SPICE1	69	6	32	107
ENST00000336139	ZNF202	70	6	33	110
ENST00000336138	C8orf55	4	0	31	35
ENST00000498729	KIF1A	88	6	42	144
ENST00000543473	SUDS3	24	2	9	38
ENST00000230381	PRPH2	59	3	14	76
ENST00000295568	KBTBD8	67	8	24	100
ENST00000295569	FAM19A4	31	1	9	44
ENST00000247001	SUGP1	64	9	23	99
ENST00000247003	DDX49	39	1	17	58
ENST00000247005	GDF1	6	0	4	10
ENST00000295566	YY1AP1	69	5	20	94
ENST00000292035	MED27	28	6	14	48
ENST00000259467	PDCL	26	7	9	43
ENST00000259466	OR1L4	46	2	20	70
ENST00000357002	ZNF254	106	8	27	142
ENST00000357003	ADPRH	33	8	13	54
ENST00000409241	RAD21L1	30	4	6	41
ENST00000357006	ZFP161	50	5	22	77
ENST00000357008	CHD4	430	43	114	611
ENST00000273221	IQSEC1	81	1	42	124
ENST00000293922	PTX4	60	7	40	107
ENST00000269197	ASXL3	543	33	172	752
ENST00000269195	GALNT1	50	7	18	80
ENST00000269190	DTNA	104	13	26	149
ENST00000269191	DTNA	15	1	2	19
ENST00000322507	COL12A1	449	42	110	622
ENST00000366539	AKT3	113	20	35	179
ENST00000366534	C1orf101	86	5	25	120
ENST00000366535	ADSS	38	7	21	69
ENST00000366533	C1orf101	93	8	25	132
ENST00000317393	HRH3	15	1	12	28
ENST00000284476	DISP1	166	9	76	256
ENST00000317391	GLYATL1	49	6	18	75
ENST00000296204	C1orf212	9	2	4	16
ENST00000360273	ATP2B2	165	10	94	274
ENST00000360272	ZNF28	84	6	31	121
ENST00000317398	ZNF671	60	8	13	83
ENST00000360270	MSN	80	7	27	119
ENST00000360277	IQCH	27	1	12	41
ENST00000360274	PRKAR1B	30	6	28	65
ENST00000252723	EPO	17	1	9	28
ENST00000327365	GGT5	73	6	30	115
ENST00000327367	SMAD3	84	6	14	109
ENST00000269445	DYM	50	13	15	78
ENST00000252725	ARPC1B	36	2	21	60
ENST00000252729	CACNG6	42	5	13	63
ENST00000533140	B3GNT6	26	13	13	52
ENST00000215368	EFNA2	6	2	6	15
ENST00000217043	R3HDML	36	1	26	64
ENST00000404857	KCNMA1	101	8	52	172
ENST00000366691	RHOU	20	0	19	40
ENST00000255977	MKRN1	31	8	10	50
ENST00000375136	NBL1	14	4	9	27
ENST00000375135	FGD1	95	10	45	151
ENST00000375130	NCBP1	1	0	1	2
ENST00000356751	MAMSTR	15	5	5	25
ENST00000356757	TMEM217	10	1	4	15
ENST00000279544	KLRF1	27	2	9	38
ENST00000329492_v62	MAPK8IP2	42	1	15	62
ENST00000307808	AFF1	2	0	1	3
ENST00000512175	THEGL	3	0	0	5
ENST00000544123	EPB41L3	59	5	27	94
ENST00000440284	ACSM3	43	6	18	69
ENST00000436154	WDR37	6	0	4	10
ENST00000305533	TWF2	29	6	17	53
ENST00000305536	RBMX2	45	5	6	57
ENST00000268719	C17orf39	19	2	9	30
ENST00000268717	COPS3	39	2	12	56
ENST00000268712	NCOR1	253	61	69	406
ENST00000268711	MED9	7	1	7	19
ENST00000397358	HMBOX1	38	3	9	50
ENST00000397359	CDH24	73	7	28	108
ENST00000397356	HAGH	13	1	9	24
ENST00000537245	PLEKHG5	24	1	8	34
ENST00000397354	BCOR	180	102	70	379
ENST00000397353	HAGH	18	2	11	32
ENST00000537242	PNLIPRP2	39	2	22	73
ENST00000382483	RP1L1	476	62	181	773
ENST00000270142	SOD1	12	1	4	19
ENST00000447886	KLHL32	2	0	0	3
ENST00000447887	OSBPL9	87	10	32	142
ENST00000324109	DNMBP	156	21	53	233
XM_377041.2	LOC286467	1	0	0	1
ENST00000388903	ODZ2	345	22	138	511
ENST00000422024	ASB10	37	3	15	55
ENST00000388901	COPS2	46	8	10	67
ENST00000324106	CD28	33	2	11	47
ENST00000324103	RNF31	108	12	33	158
ENST00000382489	HTR3D	56	2	15	76
NM_021049.3	MAGEA5	26	1	4	31
ENST00000398376	CAMK2A	45	1	29	80
ENST00000250615	AANAT	7	1	10	20
ENST00000250617	ARHGEF6	111	21	25	168
ENST00000254765	POPDC3	50	5	14	70
ENST00000430656	ADD2	92	7	39	143
ENST00000358595	ARNT	61	10	33	110
ENST00000358597	CELF1	44	6	17	74
ENST00000358590	CACNA1H	421	35	271	745
ENST00000527937	ENSG00000166473	14	2	2	19
ENST00000204726	GOLGA3	135	12	60	215
ENST00000352853	RUNX2	62	14	40	122
ENST00000476671	MLL5	21	4	6	34
ENST00000295941	O00434	11	2	0	15
ENST00000397829	TCP10	57	5	8	73
ENST00000373264	CDK9	25	1	11	39
ENST00000408960_v68	TMEM14E	7	0	4	11
ENST00000397820	C19orf38	12	2	18	32
ENST00000397821	SH3KBP1	71	3	33	114
ENST00000373263	ZHX3	90	11	26	128
ENST00000439682	POTEB	8	0	8	16
ENST00000325278	MTHFD2L	28	6	6	40
ENST00000312275	C3orf55	4	1	1	6
ENST00000294312	FGF19	14	1	5	21
ENST00000383811	CRELD1	26	7	15	49
ENST00000383814	IL17RE	41	3	22	67
ENST00000263904	STAM2	53	4	10	73
ENST00000395462	DALRD3	24	9	12	50
ENST00000395461	LAT	14	1	3	19
